;name;address;e-mail;site;telephone;e_mail
168;The Bull Ring Tavern;Digbeth, Birmingham B5 6BH England;;https://bullringtavern-digbeth.craftunionpubs.com;tel:+44 121 272 5499;
169;EDEN - More than coffee;301 Reservoir Road, Birmingham B23 6DF England;;http://eden-coffee.co.uk/;tel:+44 121 478 4233;
170;Tim Hortons;112-113 New Street, Birmingham B2 4EU England;;http://www.timhortons.co.uk/;;
171;The Dark Horse;145 Alcester Road, Birmingham B13 8JP England;;http://www.darkhorsemoseley.co.uk/;tel:+44 121 449 6300;mailto:partybookingsdh@gmail.com?subject=?
172;Khan Palace Cafe & Takeaway;Digbeth 26 Moat Lane, Birmingham B5 5BD England;;;tel:+44 121 633 3363;
173;The vine;310 High Street, Birmingham B17 9PU England;;http://www.sizzlingpubs.co.uk/;tel:+44 121 428 3946;
174;SWEET.;361-363 Ladypool Rd, Birmingham B12 8LA, Birmingham England;;http://www.sweet-desserts.com/;tel:+44 121 439 4710;
175;Egghill Fish Bar;30 Egghill Lane, Birmingham B31 5NR England;;https://www.facebook.com/EgghillFish/;tel:+44 121 475 3330;
176;Bournville Fish Bar;16 Bournville Lane, Stirchley, Birmingham B30 2JT England;;https://www.facebook.com/BOURNVILLE-FISH-BAR-166810612972/;tel:+44 121 451 2384;
177;Pennyblacks;132-134 Wharfside The Mailbox, Birmingham England;;http://www.pennyblacksbar.com;tel:+44 121 634 3749;mailto:info@penny-blacks.com?subject=?
178;Molly's Cafe;20A The Green, Birmingham B38 8SD England;;http://www.mollyscafe.co.uk;tel:+44 121 459 9500;mailto:Info@MollysCafe.co.uk?subject=?
179;Diplomats Barista Ltd;Two Snowhill Snow Hill Queensway Snow Hill, Queensway., Birmingham B4 6GA England;;http://www.diplomatsbarista.co.uk;tel:+44 7988 588044;mailto:mike@diplomatsbarista.co.uk?subject=?
180;Lickey Kitchen;498 Lickey Road Cofton Hackett, Birmingham B45 8UU England;;http://www.lickeykitchen.co.uk;tel:+44 121 460 1481;mailto:Orders@lickeykitchen.co.uk?subject=?
181;Marco's Fish Bar;556 Walsall Road, Birmingham B42 1LR England;;;tel:+44 121 357 5938;
182;Miller & Carter Resorts World;Pendigo Way, Birmingham B40 1PU England;;http://www.millerandcarter.co.uk/restaurants/east-and-west-midlands/millerandcarterresortsworld;tel:+44 121 272 7147;mailto:resortsworld@millerandcarter.co.uk?subject=?
183;Wing Wah & Ming Moon Karaoke;8 Wrottesley Street, Birmingham B5 4RT England;;http://www.mingmoon.co.uk/theme-room-karaoke;tel:+44 121 622 5588;mailto:karaoke@mingmoon.co.uk?subject=?
184;Marco's New York Italian Birmingham Airport;Coventry Road Holiday Inn, Birmingham Airport, Birmingham B26 3QW England;;http://www.mpwrestaurants.co.uk/restaurants/birmingham-airport;tel:+44 871 663 9007;mailto:info@marcosbhamairport.com?subject=?
185;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
186;Manchester Seafood;1 Wrottesley Street, Birmingham B5 4RT England;;http://www.manchesterseafood.co.uk/restaurant;tel:+44 121 622 2546;
187;Ladana Cafe;388 Stratford Road, Birmingham B11 4AB England;;https://ladanacafe.com/;tel:+44 121 688 0341;mailto:info@ladanacafe.com?subject=?
188;Pershore House;1807 Pershore Road, Birmingham B30 3DN England;;;tel:+44 121 458 2068;
189;Gorkha Lounge;11 Sheaf Lane, Sheldon, Birmingham B26 3EJ England;;http://www.gorkhalounge.co.uk;tel:+44 121 743 3931;mailto:contact@gorkhalounge.co.uk?subject=?
190;Planet Spice Indian Takeaway;206 Wychall Road, Birmingham B31 3AU England;;http://www.planetspiceonline.com;tel:+44 121 604 9000;mailto:tiffinloungeltd@gmail.com?subject=?
191;Fuel Juice Bar;353 Bullring Shopping Centre, Birmingham B5 4BU England;;https://www.bullring.co.uk/eating/sandwiches-snacks/fuel-juice-bar;;
192;Golden Cafe;191 High Street, Birmingham B23 6SY England;;https://www.facebook.com/pages/category/Cafe/Golden-Cafe-925845820775861/;tel:+44 121 373 1651;
193;Attic Brew Co.;Maryvale Road, Birmingham B30 2DA England;;https://www.facebook.com/atticbrewco/;;mailto:beer@atticbrewco.com?subject=?
194;Las Iguanas Birmingham Arcadian Centre;Arcadian Centre, Hurst Street, Birmingham B5 4TD England;;https://www.iguanas.co.uk/restaurants/birmingham;tel:+44 121 622 4466;mailto:birmingham@iguanas.co.uk?subject=?
195;Pitcher & Piano - Birmingham;The Waters's Edge 4 Brindley Place Brindley Place, Birmingham B1 2HZ England;;http://www.pitcherandpiano.com/where-are-we/birmingham;tel:+44 121 643 0214;mailto:birmingham@pitcherandpiano.com?subject=?
196;18/81;Thorp Street, Birmingham B5 4AT England;;http://www.1881birmingham.co.uk;;
197;Barajee;Broad Street, Birmingham B1 2DS England;;http://www.restaurantbarajee.com/;tel:+44 121 643 6700;mailto:info@barajee.com?subject=?
198;Cafe Rouge;Broad Street The Waters Edge, Brindley Place, Birmingham B1 2HJ England;;http://www.caferouge.com/bistro-brasserie/birmingham/brindley-place?utm_medium=local&utm_source=listing&utm_campaign=yext&y_source=1_MTA3MjExMTYtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D;tel:+44 121 643 6556;mailto:BrindleyPlace@caferouge.co.uk?subject=?
199;The Physician;36 Harborne Road Edgbaston, Birmingham B15 3DH England;;http://www.thephysician.co.uk;tel:+44 121 272 5900;mailto:physician@brunningandprice.co.uk?subject=?
200;Dads Lane Fish Bar;1 Dads Lane Opposite Highbury pub, Birmingham B13 8PG England;;http://www.facebook.com/pages/Dads-Lane-Fish-Bar/138242432892842;tel:+44 121 472 0017;
201;The Veggie Chippy;228 New John Street West, Birmingham B19 3UA England;;http://www.facebook.com/theveggiechippy;tel:+44 121 448 7557;
202;Marmalade;Broad Street, Birmingham B1 2EP England;;http://www.birmingham-rep.co.uk;tel:+44 121 245 2080;mailto:hello@marmaladebirmingham.co.uk?subject=?
203;The Birmingham Stable;115 John Bright Street Unit 1 Orion, Birmingham B1 1BE England;;http://birmingham.stablepizza.com;tel:+44 121 643 8918;mailto:birmingham@stablepizza.com?subject=?
204;Damascena Coffee House;103 High Street, Birmingham B17 9NR England;;https://www.facebook.com/damascena.harborne/;tel:+44 121 427 7798;mailto:harborne@damascena.co.uk?subject=?
205;B26 Food of India;2226 Coventry Road Fully Licensed, Sheldon, Birmingham B26 3JH England;;http://www.b26foodofindia.co.uk/;tel:+44 121 742 0085;
206;Delhi Dining Restaurant;128 Hawthorn Road Kingstanding, Birmingham B44 8PX England;;http://www.delhidining.co.uk/;tel:+44 121 350 0055;
207;Boars Head World Buffet;340 Aldridge Road Perry Barr, Birmingham B44 8BH England;;http://boarsheadworldbuffet.co.uk;tel:+44 121 356 9859;mailto:info@boarsheadworldbuffet.co.uk?subject=?
208;La Vera;16 Martineau Place, Birmingham B2 4UB England;;http://www.pizzerialavera.co.uk;tel:+44 121 233 1988;
209;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
210;The Lost & Found;8 Bennetts Hill, Birmingham B2 5RS England;;http://www.the-lostandfound.co.uk;tel:+44 121 643 9293;mailto:info@the-lostandfound.co.uk?subject=?
211;The Church;22 Great Hampton Street, Birmingham B18 6AQ England;;;tel:+44 121 448 3866;
212;Porto Douro Restaurants;16,1160 Warwick Road Acocks Green Birmingham, Birmingham B27 6BP England;;http://www.portodouro.co.uk;tel:+44 121 572 4070;mailto:birmingham@portodouro.co.uk?subject=?
213;Away2dine;The Water's Edge Brindleyplace, Birmingham B1 2JB England;;http://www.away2dine.co.uk;tel:+44 121 647 7151;mailto:enquiries@away2dine.co.uk?subject=?
214;Viceroy Tandoori;108-109 Icknield Street Hockley, Jewellery Quarter, Birmingham B18 6RZ England;;http://www.viceroytandoori.com/;tel:+44 121 439 0607;mailto:mujib@viceroytandoori.co.uk?subject=?
215;Tamu Cafe;606 Bearwood Road, Birmingham B66 4BW England;;https://www.facebook.com/tamucafe1/;tel:+44 121 679 4305;
216;The Pig & Tail;12-13 Albion Street, Birmingham B1 3ED England;;http://www.thepigandtail.co.uk;tel:+44 121 212 9964;mailto:thepigandtail@gmail.com?subject=?
217;Gusto;Colmore Row Unit 10 The Grand Hotel, Birmingham B3 2BS England;;https://gustorestaurants.uk.com/restaurants/birmingham/;tel:+44 121 200 2400;mailto:birmingham@gustorestauarants.uk.com?subject=?
218;Banu;Hagley Road,, Birmingham B17 8DL England;;http://www.banurestaurant.com;tel:+44 121 434 3416;
219;Laghi's Deli;22-24 Islington Row Middleway, Birmingham B15 1LD England;;https://www.facebook.com/LaghisBirmingham/;tel:+44 121 455 0660;mailto:luca.laghi@me.com?subject=?
220;ASK Italian - Birmingham City Centre;56 New Street, Birmingham B2 4DU England;;https://www.askitalian.co.uk;tel:+44 121 792 3505;
221;The Bull's Head;38 Bishopsgate Street, Birmingham B15 1EJ England;;http://www.davenports.co.uk/pubs-and-bars/bulls-head-davenports/;tel:+44 121 439 4190;mailto:info@davenports.co.uk?subject=?
222;Spice Menu;88 Weoley Castle Road, Birmingham B29 5PT England;;http://spicemenu.co.uk/;tel:+44 121 475 7755;mailto:kalam1@live.co.uk?subject=?
223;Kimchi Korean Restaurant;2-4 Dawlish Road, Birmingham B29 7AE England;;http://www.kimchi.co.uk/;tel:+44 121 293 5845;mailto:kimchi5845@gmail.com?subject=?
224;Pho;Grand Central Stephenson Place, Birmingham B2 4XJ England;;http://www.phocafe.co.uk/birmingham;tel:+44 121 392 8915;mailto:birmingham@phocafe.co.uk?subject=?
225;Chung Ying Cantonese;16-18 Wrottesley Street, Birmingham B5 4RT England;;https://www.chungying.co.uk/restaurants/chung-ying-cantonese;tel:+44 121 622 5669;mailto:cantonese@chungying.co.uk?subject=?
226;Leverton and Halls Cafe & Bed and Breakfast;218 Mary Vale Road Bournville, Birmingham B30 1PJ England;;http://www.facebook.com/Leverton-Halls-Deli-Coffee-Shop-151542134892083/;tel:+44 121 451 1246;mailto:deniseleverton@aol.com?subject=?
227;Taj Mahal Restaurant;Norfolk House Smallbrook Queensway 1 Norfolk Housec, Theatre Approach, Birmingham B5 4LJ England;;http://www.tajmahalb5.co.uk/;tel:+44 121 643 8200;mailto:info@tajmahalb5.co.uk?subject=?
228;Cosy Coffee Northfield;800-802 Bristol Road South, Birmingham B31 2NS England;;https://www.facebook.com/CosyCoffeeNorthfield;tel:+44 121 475 5880;
229;Lewis's;2-4 St. Marys Row, Birmingham B13 8JG England;;http://www.lewissdeli.co.uk;tel:+44 121 257 0377;mailto:hello@lewissdeli.co.uk?subject=?
230;1000 Trades;16 Frederick Street Jewellery Quarter, Birmingham B1 3HE England;;http://1000trades.org.uk;tel:+44 121 233 2693;mailto:info@1000trades.org.uk?subject=?
231;Rodizio Rico;207 Wharfside Street The Cube, Birmingham B1 1RN England;;http://www.rodiziorico.com/?utm_source=yell&utm_medium=referral&utm_campaign=yell;tel:+44 121 285 2856;mailto:rodizio.b1@rodiziorico.com?subject=?
232;Maharaja;23-25 Hurst Street, Birmingham B5 4AS England;;http://www.maharajarestaurant.co.uk/;tel:+44 121 622 2641;mailto:info@maharajarestaurant.co.uk?subject=?
233;Savanna Restaurant;32 Bristol Street, Birmingham B5 7AA England;;http://savannarestaurantbirmingham.co.uk;tel:+44 121 293 2174;mailto:info@savannarestaurantbirmingham.co.uk?subject=?
234;Saphari;Wolverhampton Road Oldbury, Birmingham B68 8LJ England;;http://www.saphari.co.uk;tel:+44 121 552 0041;mailto:contact@saphari.co.uk?subject=?
235;Balti King;1258 Coventry Road, Birmingham B25 8BJ England;;http://www.baltiking.biz;tel:+44 121 693 4888;
236;Kababish Restaurant - Moseley;29 Woodbridge Road, Birmingham B13 8EH England;;http://www.kababish.co.uk/;tel:+44 121 449 5556;mailto:info@kababish.co.uk?subject=?
237;The Fat Swan;1 Stoney Lane The Clumsy Swan, Birmingham B25 8YP England;;http://thefatswan.co.uk/;tel:+44 7828 255189;mailto:thefatswan001@gmail.com?subject=?
238;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
239;Kiss Me Cupcakes & Cakes;Unit 1 West Way Industrial Estate Alvechurch Road West Heath, Birmingham B31 3PQ England;;http://www.kissmecupcakes.co.uk;tel:+44 121 792 8829;mailto:info@kissmecupcakes.co.uk?subject=?
240;Kuula Poké;16A Colmore Row Great Western Arcade, Birmingham B2 5HU England;;http://www.kuulapoke.co.uk/;tel:+44 121 236 7000;mailto:aloha@kuulapoke.co.uk?subject=?
241;Diwan Balti;3 Alcester Road Mosely, Birmingham B13 8AR England;;https://www.facebook.com/Diwan-Balti-143121189082430/;tel:+44 121 442 4920;
242;Chaophraya Birmingham;6 Spiceal Street St Martin's Square, Bullring, Birmingham B5 4BH England;;http://chaophraya.co.uk/birmingham/;tel:+44 121 655 0324;mailto:birmingham@chaophraya.co.uk?subject=?
243;Craeft;35 Gas Street, Birmingham B1 2JT England;;https://www.craeft.co/;tel:+44 121 448 0993;mailto:info@craeft.co?subject=?
244;Cappadocia Restaurant;33 Frederick Street Jewellery quater, Birmingham B1 3HH England;;http://cappadociarestaurant.com/;tel:+44 121 212 0338;mailto:info@cappadociarestaurant.com?subject=?
245;Harvey Nichols Brasserie;The Mailbox 65 Wharfside Street The Mailbox, Birmingham B1 1RE England;;http://www.harveynichols.com/restaurant/birmingham-dining/;tel:+44 121 616 6028;mailto:reservations.birmingham@harveynichols.com?subject=?
246;Adil's;148-150 Stoney Lane, Birmingham B12 8AJ England;;http://adils.co.uk;tel:+44 121 449 0335;mailto:info@adilbalti.co.uk?subject=?
247;Purnell's Bistro and Ginger's Bar;11 Newhall Street, Birmingham B3 3NY England;;http://purnellsbistro-gingers.com/gingers-bar/;tel:+44 121 200 1588;mailto:info@purnellsbistro-gingers.com?subject=?
248;Paprika Grill House;9 Raddlebarn Road Selly Oak, Birmingham B29 6HJ England;;http://ilovepaprikagrill.co.uk/our_menu.php;tel:+44 121 472 2137;mailto:bortos_iulia@yahoo.com?subject=?
249;The New Talbot Quinton;43A Wolverhampton Road South, Birmingham B32 2AY England;;http://thenewtalbot.com;tel:+44 121 429 3322;mailto:info@thenewtalbot.com?subject=?
250;Praza;94-96 Hagley Road, Birmingham B16 8LU England;;http://praza.co.uk/;tel:+44 121 456 4500;mailto:info@praza.co.uk?subject=?
251;Al-Bader Restaurant Lebanese & Moroccan Cuisine;178-182 Ladypool Road Spark Brook, Birmingham B12 8JS England;;http://www.al-bader.co.uk/;tel:+44 121 773 9818;mailto:info@al-bader.co.uk?subject=?
252;Bank;4 Brindley Place, Birmingham B1 2JB England;;http://therestaurantbarandgrill.com/our-restaurants/birmingham/;tel:+44 121 633 4466;mailto:birmingham@therestaurantbarandgrill.com?subject=?
253;Arco Lounge;147 High Street Harborne, Birmingham B17 9NP England;;http://www.thelounges.co.uk/arco;tel:+44 121 428 3011;mailto:arco@thelounges.co.uk?subject=?
254;Cosy Club Birmingham;33 Bennetts Hill, Birmingham B2 5SN England;;http://www.cosyclub.co.uk/;tel:+44 121 695 1131;mailto:bookings@cosyclub.co.uk?subject=?
255;The Cottage Restaurant;1480 Pershore Road, Birmingham B30 2NT England;;http://Www.cottageindianrestaurant.com;tel:+44 121 459 6867;
256;Bloom;32 Poplar Road Kings Heath, Birmingham B14 7AD England;;http://www.bloomkingsheath.com;;mailto:hello@bloomkingsheath.com?subject=?
257;Casa Italia;491 Hagley Road, Birmingham B66 4AX England;;http://www.casaitalia-birmingham.co.uk/;tel:+44 121 429 5695;mailto:info@casaitalia-birmingham.co.uk?subject=?
258;The Alchemist Brindleyplace;10F 12F The Waters Edge Brindleyplace, Birmingham B1 2HL England;;https://thealchemist.uk.com/;tel:+44 121 794 2164;mailto:birminghambdm@thealchemist.uk.com?subject=?
259;The Wolf;Flat 2-10 Bismillah Building 14 Constitution Hill, Birmingham B19 3LY England;;http://www.thewolfbirmingham.co.uk;tel:+44 121 212 9555;mailto:hello@thewolfbirmingham.co.uk?subject=?
260;Devon House Jamaican Restaurant & Bar;16 Hall Street Jewellery Quarter, Birmingham B18 6BS England;;http://www.devonhouse.co.uk;tel:+44 121 448 7203;mailto:info@devonhouse.co.uk?subject=?
261;The New Masalla Merchant;1195 Pershore Road Cotteridge, Birmingham B30 2YT England;;http://thenewmasallamerchant.co.uk;tel:+44 121 458 4150;
262;The New Garden Gate;113 Hamstead Hill Handsworth Wood, Birmingham B20 1BX England;;https://www.facebook.com/pages/Garden-Gate/119306434790154;tel:+44 121 551 2873;mailto:arron.jassal@googlemail.com?subject=?
263;Peacock Inn;Icknield Street Forhill, Kings Norton, Birmingham B38 0EH England;;http://www.chefandbrewer.com/pubs/west-midlands/peacock-inn/;tel:+44 1564 823232;mailto:6220@greeneking.co.uk?subject=?
264;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
265;Paul at No 41;41 High Street, Birmingham B17 9NT England;;http://m.facebook.com/paulatno41;tel:+44 121 426 4446;mailto:paulatno41@gmail.com?subject=?
266;Deep Caribbean Experience;34 Bristol Street Opposite The 02 Academy, Birmingham B5 7AA England;;http://www.thedeepexperience.com/;tel:+44 121 622 3332;mailto:info@thedeepexperience.com?subject=?
267;Eat Vietnam;1422 Pershore Road, Birmingham B30 2PH England;;https://www.facebook.com/eatvietnamuk/;tel:+44 121 433 3377;mailto:info@eatvietnam.co.uk?subject=?
268;Zizzi - Birmingham;The Mailbox, Birmingham B1 1RL England;;https://www.zizzi.co.uk/;tel:+44 121 643 5605;mailto:birmingham@zizzi.co.uk?subject=?
269;Eden Bar;116 Sherlock Street, Birmingham B5 6NB England;;http://www.theedenbar.co.uk;tel:+44 121 622 1953;
270;Kolkata Lounge;1488 Pershore Road Stirchley, Birmingham B30 2NT England;;http://www.kolkatalounge.co.uk/;tel:+44 121 486 1487;mailto:food@kolkatalounge.co.uk?subject=?
271;Fumo;1 Waterloo Street, Birmingham B2 5PG England;;http://www.sancarlofumo.co.uk/;tel:+44 121 643 8979;mailto:fumobirmingham@sancarlo.co.uk?subject=?
272;Old Moseley Arms;53 Tindal Street, Birmingham B12 9QU England;;http://www.oldmoseleyarms.co.uk;tel:+44 121 440 1954;
273;Little Bengal;155-157 Yew Tree Lane Yardley, Birmingham B26 1AY England;;http://www.little-bengal.com/yardley/;tel:+44 121 784 3388;
274;All Bar One Birmingham Newhall Street;43 Newhall Street, Birmingham B3 3NY England;;http://www.allbarone.co.uk/national-search/east-and-west-midlands/all-bar-one-newhall-street-birmingham/food;tel:+44 121 212 2551;
275;Ask Italian - Edgbaston;237 Hagley Road, Birmingham B16 9RR England;;https://www.askitalian.co.uk;tel:+44 121 238 0325;
276;Beefeater;176 Hagley Road Edgbaston, Birmingham B16 9NY England;;https://www.beefeater.co.uk/en-gb/locations/west-midlands/the-duck?cid=yext_40025710;tel:+44 121 452 5951;
277;Manzils;112 Digbeth, Birmingham B5 6DT England;;http://www.manzils.co.uk;tel:+44 121 643 4051;
278;Soul Shack at The Sunflower Lounge;76 Smallbrook Queensway, Birmingham B5 4EG England;;http://www.thesunflowerlounge.com/;tel:+44 121 632 6756;
279;The Black Eagle Pub & Restaurant;16 Factory Road, Birmingham B18 5JU England;;http://www.theblackeaglepub.co.uk/;tel:+44 121 523 4008;mailto:blackeagleb18@aol.com?subject=?
280;Mr Singh's;103 Cornwall Road Handsworth Wood, Birmingham B20 2HY England;;http://mrsinghspizza.co.uk/;tel:+44 121 523 9275;mailto:hello@mrsinghspizza.co.uk?subject=?
281;Sreepur;2589 Coventry Road Sheldon, Birmingham B26 3PX England;;http://sreepur.co.uk;tel:+44 121 742 0214;
282;Ristorante Veneziano;54 High Street, Birmingham B14 7JZ England;;http://ristorante-veneziano.co.uk/;tel:+44 121 444 6699;mailto:venezianobirmingham@gmail.com?subject=?
283;Bano Phool;116-118 New Road Rubery, Birmingham B45 9HY England;;http://www.banophool.com/;tel:+44 121 457 9358;mailto:eat@banophool.co.uk?subject=?
284;The Factory Bar and Kitchen;Birmingham Airport Departure Terminal 1, Birmingham B26 3QJ England;;http://www.birminghamairport.co.uk/at-the-airport/eating-and-drinking/factory-bar-and-kitchen;tel:+44 121 767 8235;mailto:Paulina.Jedynak@ssp.uk.com?subject=?
285;Frankie & Benny's;Unit FU4, The Fort Shopping Centre, 20 Fort Parkway Unit FU4, The Fort Shopping Centre, 20 Fort Parkway, B249FP, Birmingham B24 9FP England;;https://www.frankieandbennys.com/restaurants/west-midlands/birmingham/the-fort-shopping-centre;tel:+44 121 386 3124;
286;Chez Mal Brasserie;The Mailbox 1 Wharfside Street, Birmingham B1 1RD England;;https://www.malmaison.com/locations/birmingham/chez-mal-brasserie/;tel:+44 121 794 3004;mailto:brasserie.birmingham@malmaison.com?subject=?
287;Ponte Di Legno;44-44A Woodbridge Road Moseley, Birmingham B13 8EJ England;;http://www.pontedilegno.co.uk/;tel:+44 871 207 2763;
288;Primitivo;10 Barwick Street, Birmingham B3 2NT England;;http://www.primitivo-birmingham.co.uk;tel:+44 121 236 6866;mailto:enquiries@primitivo-birmingham.co.uk?subject=?
289;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
290;The Gin Vault;16 Gas Street, Birmingham B1 2DS England;;http://theginvault.com;tel:+44 121 769 0166;mailto:theginvault@hotmail.com?subject=?
291;Teppanyaki Japanese Restaurant;Unit E201,The Arcadian Ladywell Walk, Birmingham B5 4ST England;;;tel:+44 121 622 5183;
292;Bedders;898 Coventry Road, Birmingham B10 0UA England;;;tel:+44 121 772 1532;
293;Chiquito - Birmingham - Hagley Road;Hagley Road West Warley, Birmingham B68 0LH England;;https://www.chiquito.co.uk/restaurants/west-midlands/birmingham/birmingham-hagley-road;tel:+44 121 434 6840;
294;The Early Bird Bakery;28 High Street, Birmingham B14 7JT England;;http://theearlybirdbakery.co.uk;tel:+44 121 608 9816;mailto:info@theearlybirdbakery.co.uk?subject=?
295;The White Swan;Harborne Road, Birmingham B15 3TT England;;http://www.thewhiteswanpub.com;tel:+44 121 454 2359;mailto:enquiry@thewhiteswanpub.com?subject=?
296;sabai sabai;25 Woodbridge Road, Birmingham B13 8EH England;;http://www.sabaisabai.com;tel:+44 121 449 4498;mailto:moseley@sabaisabai.com?subject=?
297;Utopia - the Country Bar;16 Church Street Innovation Square, Birmingham B3 2NP England;;http://www.bar-utopia.co.uk;tel:+44 121 233 3666;mailto:contact@bar-utopia.co.uk?subject=?
298;Bistro du Vin;25 Church Street Hotel du Vin, Birmingham B3 2NR England;;http://www.hotelduvin.com/locations/birmingham/bistro/;tel:+44 121 794 3005;mailto:reception.birmingham@hotelduvin.com?subject=?
299;40 St Paul's;40 Cox Street, Birmingham B3 1RD England;;http://www.40stpauls.co.uk;tel:+44 7340 037639;
300;King's Indian Dining;13/15 York Road Kings Heath, Birmingham B14 7SA England;;http://kingsindiandining.co.uk;tel:+44 121 443 4173;
301;Handmade Burger Co Brindley Place Birmingham;Unit 14T The Waters Edge Brindley Place, Birmingham B1 2JB England;;http://www.handmadeburger.co.uk;tel:+44 121 665 6542;mailto:info@handmadeburger.co.uk?subject=?
302;Circle Restaurant;Hurst Street Southside, Birmingham B5 4TB England;;http://www.birminghamhippodrome.com/plan-your-visit/food-drink/circle-restaurant/;tel:+44 844 338 5000;mailto:restaurantreservations@birminghamhippodrome.com?subject=?
303;Patiala;1260 Pershore Road, Birmingham B30 2XU England;;http://Www.patiala.co.uk;tel:+44 121 486 3939;mailto:Info@patiala.co.uk?subject=?
304;The Button Factory;25 Frederick Street, Birmingham B1 3HH England;;http://thebuttonfactorybirmingham.co.uk;tel:+44 121 236 4653;mailto:hello@thebuttonfactorybirmingham.co.uk?subject=?
305;Las Iguanas;Pendigo Way Ground Floor, Resorts World Birmingham, Birmingham B40 1PU England;;https://www.iguanas.co.uk/restaurants/birmingham-resortsworld;tel:+44 121 767 5861;mailto:resortsworld@iguanas.co.uk?subject=?
306;The Jam House;3 - 5 St Paul's Square, Birmingham B3 1QU England;;http://www.thejamhouse.com/birmingham;tel:+44 121 200 3030;mailto:birmingham@thejamhouse.com?subject=?
307;Lime Pickle;89 Windleaves Road, Birmingham B36 0BT England;;http://www.thelimepickle.com;tel:+44 121 421 6780;
308;Bantu Birmingham;5-11 Fleet street, Birmingham B3 1JP England;;http://bantubirmingham.com/menu/;tel:+44 121 212 2688;mailto:contact@bantubirmingham.com?subject=?
309;Dig Brew Co;43 River St Past the Pink Light, Enter Through the Brewery Tanks, Birmingham B5 5SA England;;http://www.digbrewco.com;tel:+44 121 773 2111;mailto:info@digbrewco.com?subject=?
310;Arch 13;Arch 13 Queensway Arches 220 Livery Street, Birmingham B3 1EU England;;http://arch13bar.co.uk;tel:+44 121 794 6636;mailto:hello@arch13bar.co.uk?subject=?
311;Bella Italia;102 New Street The Charters, Birmingham B2 4HS England;;https://www.bellaitalia.co.uk/italian-restaurant/birmingham/new-street;tel:+44 121 643 1548;mailto:Birmingham@BellaItalia.co.uk?subject=?
312;Tiffin;69 High Street Harborne, Birmingham B17 9NS England;;http://www.tiffinharborne.co.uk;tel:+44 121 426 4440;mailto:info@tiffinharborne.co.uk?subject=?
313;Zizzi;3 Brindley Place Birmingham Brindley Place, Birmingham B1 2JB England;;https://www.zizzi.co.uk/;tel:+44 121 792 3507;mailto:feedback@zizzi.co.uk?subject=?
314;The Norton Coleshill;The Norton Coleshill Station Road Station Road, Birmingham B46 1JZ England;;http://www.facebook.com/Nortoncoleshill/;tel:+44 1675 464260;mailto:thenortoncoleshill@outlook.com?subject=?
315;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
316;Dezhou Style Braised Chicken;The Arcadian, Birmingham England;;http://www.facebook.com/dezhoustyle;tel:+44 121 622 3283;
317;Original Frying Pan;158 Dudley Road, Birmingham B18 7QX England;;https://www.facebook.com/pg/Original-Frying-Pan-827961744252734/about/?ref=page_internal;tel:+44 121 448 3790;
318;Tru burger;369 Ladypool Road, Birmingham B12 8LA England;;http://www.truburger.co.uk;tel:+44 121 449 2356;mailto:hello@truburger.co.uk?subject=?
319;The Queen’s Arms;150 Newhall Street Jewellery Quarter, Birmingham B3 1RY England;;http://www.queensarmsbirmingham.co.uk;tel:+44 121 236 3710;mailto:hello@queensarmsbirmingham.co.uk?subject=?
320;Palmyra Mediterranean food and coffee;13 St Marys Row Moseley, Birmingham B13 8HW England;;http://shuaa.co/PALMYRA/?page_id=783;tel:+44 121 449 7450;mailto:subhi.al.sheikh@gmail.com?subject=?
321;Black Lab Cafe and Lounge;100 High Street, Birmingham B14 7JZ England;;http://black-lab.co.uk;tel:+44 121 441 2288;mailto:info@black-lab.co.uk?subject=?
322;Rajdoot - Birmingham;78-79 George Street Hockley, Birmingham B3 1PY England;;http://www.rajdoot.co.uk/;tel:+44 121 236 1116;
323;Lime N Chilli;72 Soho Road Handsworth, Birmingham B21 9BH England;;http://www.limenchilli.co.uk;tel:+44 121 523 0555;mailto:info@limenchilli.co.uk?subject=?
324;Adian's Dining;144 Potters Lane, Birmingham B6 4UU England;;http://www.adiansdining.co.uk;tel:+44 7713 177002;mailto:info@adiansdining.co.uk?subject=?
